Review Title,Review Text
Fabulous!,Camera is goodDisplay is nicePerformance is amazingBattery backup is averageOverall it's a great choice under 20k
Fair,Very nice camera perfect mobile for pubg game powerful💪 Prosser
Worth every penny,Best phone for gaming under 20000
Just wow!,just amazing
Wonderful,Great product
Fabulous!,Worse phone
Not recommended at all,Worst product from Poco and worst service from Flipkart. I would suggest don't buy any mobile from Flipkart
Terrific purchase,Nice mobile value for money
Hated it!,when i reduce my display brightness then the screen blinking....
Wonderful,Good performance. Rear camera preety good.
Wonderful,Amazing phone at this price camera quality is also good and the phone performance is outstanding.
Great product,NICE MOBILE ITS VALUE FOR MONEY BUT THE PUBG CAN PLAY ON 60 FPS BUT POCO OFFICIALS TELLS NEXT UPDATE HAVE 90 FPS
Just wow!,Varry good
Mind-blowing purchase,Only the camera is what's the problem in this phone!! The picture quality comes out to be very low!Overall quite good performance. Battery backup and processor are amazing and it's really good for gaming (Pubg)!!!
Worth every penny,Excellent Gaming Smartphone and Excellent performance!!
Mind-blowing purchase,Sperb
Fair,Very nice camera perfect mobile for pubg game powerful💪 Prosser
Worth every penny,Best phone for gaming under 20000
Just wow!,just amazing
Wonderful,Great product
Worst experience ever!,Don't buy this phone my mob got suddenly dead after 1 year for no reason! And many people having same issueDont or you will loose your money
Terrific purchase,Nice mobile value for money
Hated it!,when i reduce my display brightness then the screen blinking....
Awesome,nice all good ..
Wonderful,Amazing phone at this price camera quality is also good and the phone performance is outstanding.
Great product,NICE MOBILE ITS VALUE FOR MONEY BUT THE PUBG CAN PLAY ON 60 FPS BUT POCO OFFICIALS TELLS NEXT UPDATE HAVE 90 FPS
Wonderful,"The best phone within the budget i have used for 10 days no issue yet sometimes little bit heating issue if your using roughly, but the performance is best quality. I was thinking to return again I decided it's good going"
Wonderful,Powerful performance by Snapdragon 860. Good Battery life. Good camera quality.
Hated it!,Worst phone ever!...multiple touch(ghost-touch) issues will come within 2 months...screen flickering and touch problem will always comes..cheap build quality..I recommend not to buy poco x3 pro
Awesome,Been using for almost 3 months now . No regrets . Camera quality is a bit low but apart from that every thing is awesome .
Worth the money,"Overall Good I am using this phone in last 3days,overall performance is good,so my genuine feedback is -Pros-1.Camera is up to the mark2.Screen is superb3.Smooth using 4.Superb Processor Cons1.Battery backup is not up to the mark2.Fast charging is no so fast3.Quite heavy"
Great product,"Worth full of each penny. Used for 2 months.. best smartphone in this segment even if you compare with other devices which is way more costlier than this . Forget about 5G , it will not come to India anytime soon. Probably in time you'll get another new device when the 5G will through all over India. Don't get hesitate about the weight, thickness of this phone , you'll get habituate after using it as I was a 5 years iPhone SE user which has 4 inch display and 110 grams of weight only. Flagshi..."
Worth every penny,Best ever phone guyss....
Pathetic Phone,"Touch was not working most of the times and blurred screen, last 1 week following up with flipkart customer care not getting proper responseFlipkart customer care unable to approve my return due to technical issue in website and struggling with faulty phone."
Good choice,Night mode 🤘
Just wow!,Vera level mobile
Super!,Super future in this phone available
Mind-blowing purchase,Amazing camera quality and gaming performance
Fabulous!,Just got it yesterday. The performance is top notch under 20k no doubt about that. But camera is average. And also the display is quite good. I have seen many people talking about having touch issues or screen flikering while playing games but until now haven't seen anything like that. So if you want performance based phone then don't think just buy this.
Best in the market!,Nice product
Wonderful,Too good for the price range...jst loved it and im writing this after using for a week..jst go for it..its a beast..the camera aint that bad like people say..its above average and all in all hats off..
Awesome,Verry good mobile.. verry smooth performance. Camera is average.. but night mode and dual video recording option verry wasam.
Just okay,Wifi disconnecting problem
Just wow!,NO DOUBT FOR THIS PHONE JUST GO FOR IT✔️✔️
Terrific purchase,Super
Perfect product!,Selfie camera is good
Awesome,Performance is of next level.. N it has the Android 11 followed by all the new features.... All over it is the best phone to buy under 19000
Just wow!,Great for pubg❤
Classy product,First of all this is not camera based phone this phone is made for gamingExcellent gamingExcellent batteryA full package of gamingYou never disappointed by buying this phone I am very impressed
Does the job,"Camera quality is worst, but performance is good"
Decent product,After 15 days touch is not working in middle.
Terrific purchase,Its simply awesome... And you can get it with only 19k... Then again it has a ips dim display .. can make you worry in the sunlight... Now if you wanna go for the performance then its simply incomparable in the current sceniario. No w heavy game are nothing to worry my friend...But also it you want a good Camera phone ... Plzz pass by... it's not for you... But Camera of the phone will not let you down ..However 48mp camera with so much manual features makes this a manual camera beast ... B...
Must buy!,Overall a great value for money phone.. I had to choose between clean stock Android.. g60 vs X3 pro power punch of SD860.. finally I settled for SD860..coz poco gives you option to block unnecessary adds... This is my second poco.. first was poco F1 purchased in first ever sale in 2018 with SS 845.. Since then for me.. it's all about the power.. Rest everything falls in place..Other plus for me in poco X3 pro :-1. Gorilla glass 62. 5160 mAh bty3. 33w fast charging4. Ufs 3.1 storage5. ...
Highly recommended,"Battery drain is high in miui but with custom ROM it was awesome and camera is good  enough with lots of features,performance is beast heating more while playing pubg 90 fps and HDR  60fps"
Wonderful,Pros:PerformanceRefresh rateSound quality(both speakers as well as 3.5 mm port)Cons:MIUIBit heavyAverage camera
Delightful,This phone is good for gaming only and whole back vibrate while using speaker. Camera is bad. And display is ok.
Don't waste your money,i am updating my review. never ever buy poco phones. This Model has faulty motherboard. this device automatically get dead. my device is dead now .
Great product,Nice device 👍👍😊
Wonderful,More exellent performance then expected🤩
Simply awesome,Flipkart is very fast and accurate when compared to Amazon.
Worth every penny,Value for money
Terrific purchase,Nice outdoor imeges🥰🥰
Perfect product!,Performance is good and camera is supper
Super!,Good phone at this prize rate. Vibration on back panel but this problem is solved in setting.Great performance by sd 860.Overall good phone.
Fabulous!,"Great product, value for money."
Best in the market!,"Everything is perfect,just go for it!"
Simply awesome,Awsome Mobile super faster⚡
Terrific purchase,Nice phone with beast performance but the back panel vibrates so much which is very annoying 😔 but the phone is good for gaming and heavy usages🎉and thanks to Flipkart for 2 days delivery 🚛
Super!,Absolute Beast.If you want an upgrade for atleast 3 years then go for it.
Nice product,IS A GREAT PHONE .SOME THING WHICH DISSAPOINTED ME WAS THAT IT HAS NO CONS
Awesome,"It is superb, value for money, high performance, and everything that can come under this price"
Highly recommended,True flagship killer below 20k. Display is buttery smooth. Processor is beast. Best ui and Battery life is awesomeCamera can beat any 64 megapixel phones. Value for money.Close eyes and go for it.Review after 6 months:Pros: 1) Gaming performance is same as new.2) Got MIUI 12.5.4 update.Cons: 1) There was tiny circular spot on left corner. After pressing there it goan.2) Display is not clearly visible at outdoor.
Good quality product,Performance wise this device is excellentSlightly vibration when playing sounds and high volume
Just wow!,Good
Terrific purchase,I give 4.5 out of 5 after using 3 daysAwesome speed Good display Little bit not satisfied with camera Overall satisfied 😊😊
Must buy!,Excellent
Decent product,After 15 days touch is not working in middle.
Terrific purchase,Its simply awesome... And you can get it with only 19k... Then again it has a ips dim display .. can make you worry in the sunlight... Now if you wanna go for the performance then its simply incomparable in the current sceniario. No w heavy game are nothing to worry my friend...But also it you want a good Camera phone ... Plzz pass by... it's not for you... But Camera of the phone will not let you down ..However 48mp camera with so much manual features makes this a manual camera beast ... B...
Must buy!,Overall a great value for money phone.. I had to choose between clean stock Android.. g60 vs X3 pro power punch of SD860.. finally I settled for SD860..coz poco gives you option to block unnecessary adds... This is my second poco.. first was poco F1 purchased in first ever sale in 2018 with SS 845.. Since then for me.. it's all about the power.. Rest everything falls in place..Other plus for me in poco X3 pro :-1. Gorilla glass 62. 5160 mAh bty3. 33w fast charging4. Ufs 3.1 storage5. ...
Highly recommended,"Battery drain is high in miui but with custom ROM it was awesome and camera is good  enough with lots of features,performance is beast heating more while playing pubg 90 fps and HDR  60fps"
Wonderful,Pros:PerformanceRefresh rateSound quality(both speakers as well as 3.5 mm port)Cons:MIUIBit heavyAverage camera
Delightful,This phone is good for gaming only and whole back vibrate while using speaker. Camera is bad. And display is ok.
Don't waste your money,i am updating my review. never ever buy poco phones. This Model has faulty motherboard. this device automatically get dead. my device is dead now .
Great product,Nice device 👍👍😊
Wonderful,More exellent performance then expected🤩
Simply awesome,Flipkart is very fast and accurate when compared to Amazon.
Worth every penny,Value for money
Terrific purchase,Nice outdoor imeges🥰🥰
Perfect product!,Performance is good and camera is supper
Super!,Good phone at this prize rate. Vibration on back panel but this problem is solved in setting.Great performance by sd 860.Overall good phone.
Fabulous!,"Great product, value for money."
Best in the market!,"Everything is perfect,just go for it!"
Simply awesome,Awsome Mobile super faster⚡
Terrific purchase,Nice phone with beast performance but the back panel vibrates so much which is very annoying 😔 but the phone is good for gaming and heavy usages🎉and thanks to Flipkart for 2 days delivery 🚛
Super!,Absolute Beast.If you want an upgrade for atleast 3 years then go for it.
Nice product,IS A GREAT PHONE .SOME THING WHICH DISSAPOINTED ME WAS THAT IT HAS NO CONS
Awesome,"It is superb, value for money, high performance, and everything that can come under this price"
Highly recommended,True flagship killer below 20k. Display is buttery smooth. Processor is beast. Best ui and Battery life is awesomeCamera can beat any 64 megapixel phones. Value for money.Close eyes and go for it.Review after 6 months:Pros: 1) Gaming performance is same as new.2) Got MIUI 12.5.4 update.Cons: 1) There was tiny circular spot on left corner. After pressing there it goan.2) Display is not clearly visible at outdoor.
Good quality product,Performance wise this device is excellentSlightly vibration when playing sounds and high volume
Just wow!,Good
Terrific purchase,I give 4.5 out of 5 after using 3 daysAwesome speed Good display Little bit not satisfied with camera Overall satisfied 😊😊
Must buy!,Excellent
Terrific,Beast performance just loved it 🧡
Value-for-money,Camera quality is superb but screen stop sometimes.
Awesome,Awesome picture quality 😍🥰
Just wow!,Best phone under 20K for gaming.
Excellent,Very usefull prodect
Just wow!,Good
Nice product,Good at this price. Camera is ok ok. Performance is good. Overall if you are not using phone as camera then it's good choice for this price range.
Terrific purchase,Nice camere
Good quality product,All God but 6000 mah  B t r y   god
Very Good,"I have been using a POCO F1 prior to thus, and thats the reason for me to have faith and go ahead with X3 PRO. After around 3 months, there are 2 things:1. Vibration among the back panel while playing anything on speaker. 2. I did notice few times the phone getting hanged while using Instagram. Not sure, if that's phone issue or insta's. Other than the above one's I didn't find any other major issues. It's a brilliant value for money, period."
Excellent,I really loved them real cam quality 🥺❤ fast charger and battery life is unbelievable. I'm not a rough user. Not a gamer and I don't know anything about that. If you are looking for a good cam and battery backup then go for poco x3 pro
Good choice,Pros:1. Unmatched performance. It's really fast.2. Phone handle's games and daily task with ease. 3. Display is good. You will never regret about the display.Cons:1. Definitely phone feels bit heavy. Though you may get used to it.2. Once you play songs or watch video. You can feel the vibration on the back side of the phone. Sometimes it's annoying.3. Camera is average. Does decent job.You can buy this phone if you are looking for snappy performance.
Wonderful,"I just want to say one thing about this phone, if your budget is 19k-20k. You can buy this phone without any doubt. I'm saying this because I have used pocoF1 and this phone is next version of pocoF1. I have reviewed this after one mont of use.*best thing is Processor."
Fabulous!,"Used this phone for 2 months, great experience in terms of performance, i really hated the back of this phone, thus decided to use a carbon fiber skin, without case as this phone is already too bulky.PS: I am not a gaming person, got this phone because the flagship processors can easily last 3-4 years in comparison to mid range 7 series chipset"
Not recommended at all,Getting Hanged and scroll doesn't work properly in specific area...... Worst experience I ever had... I suggest not to buy this one.
Classy product,All is very good 👍
Perfect product!,This phone is beast 🔥🔥🔥🔥There is no competitor on this price segment....I love poco awesome phone performance is 🔥🔥🔥🔥
Terrific,That's GAZAB 👍👍👍👍
Absolute rubbish!,Phone got dead after 4 months
Brilliant,The gaming killer phone. Camera is ok battery is ok
Utterly Disappointed,"If you want to take this for Gaming I say don't buy it. There is lots of display issue, ghost touch, ghost volume up and down and too much heat produced. You use this device in place of popcorn machine"
Brilliant,"Battery back-up is not that much good. Need to charge twice in a day at least, if you Play pubg for 2hr minimum.Good thing is the fast charging.  It charges very quickly within 1hr. Rest.. camera is decent, above average. Front camera's sharpness is too high. Pubg gaming experience is really good . . Phone heats up but thats okay. It has liquid cooling system so cools down quickly as well. One more thing, back vibrates alot while Playing any music. Seems like back cover is not tightly attach..."
Worth the money,Value for money
Wonderful,An amazing product with performance overloaded.The only negative I felt was that back panel of the device has slight vibration when speaker working.Over all satisfied with the product 🥰😍
Delightful,Pros 1. Pure performance2. Display and brightness is good. 3. Speaker quality and loudness is good.4. Charging time is just 1 hour from 0-1005. Battery is good.  1.5 days in 30% brightness6. Touch response and refresh rate is good 7. Video stability and outdoor camera is goodCons1. Indoor/low light camera is worst. Full of noise and grains in both back and front cam.2. Phone is getting bit heat while charging 3. bulky and sometimes difficult to use with one hand.4. Back panel vib...
Just wow!,Super
Worthless,Mother board issues I lost 20k rupees
Don't waste your money,After some time this phone will be dead
Hated it!,It's dead
Absolute rubbish!,It'll be dead within a year or month
Terrible product,Dead after 8 months of usage.
Absolute rubbish!,Please do not buy it. I have faced sudden Crash of OS within a year and had to face a lot of trouble regarding its functioning.
Horrible,"Waste.. so much lag.. and gamers , please skip this mobile"
Not good,I fase play on pubg touch issues not stable touch
Hated it!,Device is death
Good at the price point,"nice product and nice service from seller and platform. Within 3 days i received the product. But the product quality is not that greatOne thing i noticed on usage is the phone screen and swipe gesture becomes unusable after long usage..the screen heats up and hence makes the mid bottom part unsable,however you can use the ryt and left side"
Delightful,"Got a perfect monster l, back case vibrates when upper speaker is on(while on music and on call) this is the only one drawback. Vibration motor feels ultimate. Battery backup is good, performance is BEAST... 🔥🔥"
Good choice,ProsPowerful processorRun every game like ark mobileEverything smoothCons sometime mobile has heating issue at upper side of phoneCamera is ok Not so goodYou can watch unboxing video in YouTube.(sleepy gamer- poco x3 pro unboxing)
Fabulous!,"I loved this phone, this phone us amazing at this prizeBattery&performance was excellentCamera was niceAnd the SD860 was beyond level performance"
Classy product,Awesome product at this price. !! Loved it. Go for it ❤️❤️❤️
Nice product,"After two week of this phone it was good in performance mainly in gaming call of duty was at its max graphics,but it was a bit heavy.camera is average, display is nice but LCD I will update after 30 days of usage."
Simply awesome,Nice camra phone best performance
Worthless,"NOT PURCHACE THIS PRODUCT VERY BAD PHONE , after one year phone gone dead dont buy"
Unsatisfactory,Don't buy this phone.After warranty period over the phone motherboard is dead.
Not good,This phone is scam don't buy this
Terrible product,MY PHONE AUTOMATIC DEAD PLZ DONT BUY THIS PHONE
Could be way better,Most disappointing set... in 1year i have to change mother board 2 times. I don't play any game.
Terrible product,a lot of ghost touch is there..worst phone ever
Not recommended at all,Very Bad phone. Motherboard Problem. Got dead in just one year. If you want to waste your money surely buy the phone. I want to give negative review for this trash.
Does the job,Very bad phn
Utterly Disappointed,i buyed  it before 4 months after my phone is dead
Absolute rubbish!,Android 13 updated.Phone being rebooted automatically every 10-20min
Super!,Phone is good and performance is also good.
Terrible product,Very bad experience of this handset is very very disappointed
Must buy!,Fabulous Mobile Phone❣️❣️❣️Superb gaming set❣️Lovely Handset in this price💖
Awesome,Best For Gaming ❣️❣️❣️
Pretty good,GoodProcessor is best👍🏻
Simply awesome,Beast for gaming under 20k.Camera is ok ok. But performance is like flagship
Nice,pros:      good processor       gorilla glass 6  cons:          worst build quality           vibrates back panel even in low sound note :the mobile is only meant for the processor..if u are ready to sacrifice display and build quality for an best processor u can go for it....
Pretty good,Best mobile at this price
Terrific,NYC device value for money all features are fantastic
Terrific,Excellent camera performanceExtremely fast processorFast gaming Great value for money
Terrible product,My phone is dead
Waste of money!,dont buy this phone pls its a request .when i buyed it was op .but after the update its full of bugs .one night i switched off my phone and then the morning the phone doesn't turn on the phone was dead.My phone dead in 8 months.its mother board is completely broken
Useless product,Don't buy this phone. You will face phone dead issue and you can solve this problem in mi service center
Worst experience ever!,Heating problemGhost touches problem
Very poor,Worst phone dont purchase.. Phone dead in 5 month
Worst experience ever!,Don't by.After 4 months of use my mobile has started to hang.Call receiving problems.
Did not meet expectations,Worst customer service experience.Phone switches off automaticallyIt's been a month that i've given it for service.No one is picking up the phone in the customer care.Waste of time waste of money
Useless product,Very bad device. I would never recommend it.Extreme ghost touch issues even after formatting the phone😡😡
Very poor,Dont know why but after 8-9 month of using it automatically switch off an now it wont turn back on .
Does the job,"Don't know what is wrong with this MIUI update, they need to fix the bug on this phone. Before delivering the product to customers.Here are my problems which I'm facing on a daily basis.Proximity Sensor do not work during calls.Display flickers whenever we turn our phone to low brightness mode.VoWifi do not get connected, VoLTE signal gets lost.Sometimes all the sensors stops working - Gyroscope, Compass, Light Sensors, etc.To fix all this issues I should reboot my phone twice a day i..."
Nice product,This phone heats up but the performance is very good and the battery of this phone could have been batter but very cool phone for gamerse
Fair,Great performance phone under 20k but has bad camera
Very Good,Display.. not up to the mark battery good processor .. super camera ..above average... Best mobile for pubg game...lokks very heavy...
Just wow!,Nyc phone 🥰
Excellent,Very usefull prodect
Just wow!,Good
Nice product,Good at this price. Camera is ok ok. Performance is good. Overall if you are not using phone as camera then it's good choice for this price range.
Terrific purchase,Nice camere
Good quality product,All God but 6000 mah  B t r y   god
Very Good,"I have been using a POCO F1 prior to thus, and thats the reason for me to have faith and go ahead with X3 PRO. After around 3 months, there are 2 things:1. Vibration among the back panel while playing anything on speaker. 2. I did notice few times the phone getting hanged while using Instagram. Not sure, if that's phone issue or insta's. Other than the above one's I didn't find any other major issues. It's a brilliant value for money, period."
Excellent,I really loved them real cam quality 🥺❤ fast charger and battery life is unbelievable. I'm not a rough user. Not a gamer and I don't know anything about that. If you are looking for a good cam and battery backup then go for poco x3 pro
Good choice,Pros:1. Unmatched performance. It's really fast.2. Phone handle's games and daily task with ease. 3. Display is good. You will never regret about the display.Cons:1. Definitely phone feels bit heavy. Though you may get used to it.2. Once you play songs or watch video. You can feel the vibration on the back side of the phone. Sometimes it's annoying.3. Camera is average. Does decent job.You can buy this phone if you are looking for snappy performance.
Wonderful,"I just want to say one thing about this phone, if your budget is 19k-20k. You can buy this phone without any doubt. I'm saying this because I have used pocoF1 and this phone is next version of pocoF1. I have reviewed this after one mont of use.*best thing is Processor."
Good choice,Best Phone under this price.!!
Worth every penny,Nice phone
Worth every penny,Best for gaming 😍
Utterly Disappointed,"What a cheap quality display , got 3 screen scratchs within 2 day of usage . What should I do now I don't understand.waited for 3 Mons to buy and now regretting"
Wonderful,"Appears to be good. But then, I have been using Mi phones for quite some time, so am sure it will live up to its reputation. For all those, who rush to buy a glass protector for a new phone, be aware this one already has a plastic film that is so well applied, you wont know its there. Why waste it, you can put a new one after this one is all scratched. Anyways the phone has gorilla glass, so it does not really need a protector.For those who cant make up their mind about the colour, try the ..."
Great product,Heavy performance.
Brilliant,Camera quality is very nice. Gaming performance are super with sd 860.
Must buy!,Value for money device but camera and battery are not so good.Battery heating and drain high when gaming otherwise best in budget.Display is so smooth no gitter and lags in normal usage.
Simply awesome,Osam
Awesome,Value for money product
Must buy!,Loved it
Just wow!,"No other device's under 20k can beat it's performance Best device for bgmi, pubgCamera is averageBattery life is excellentCharging speed is massive"
Brilliant,"If you only want performance, this is what you need. Video renders taken very little time. The only drawback I feel is the vibration while the speakers are on maximum volume."
Just wow!,Great prossesor
Value-for-money,"I have been using poco x3 pronfor 2 days so for no issue no lag and you can feel 120hz definetly if you are using mobile for games and heavy work you can buy and this phone is not for multimedia the camera is average, and selfie is below average, and dispaly is punchy and constrast            The main thing is battery is standby 7 hours of continue usage and  slight heat hapeens when charging, and make it worth your needs"
Delightful,"Good phone for the price. Not a camera centric phone I can say for sure now that I have used it for 2 weeks. POCO UI is a hit or a miss and personally speaking, it is a miss for me in the initial days and I think it will take me a while longer to get used to the UI. Only one grouch I have is regarding its weight - it weighs almost a quarter of a kilo when used with the transparent cover provided in the box."
Moderate,I don't understand that battery is not working well within 10 days of purchase. Even it is charging very slow like 2 hours of full charge inspite of 33 watt fast charger......Worst experience
Horrible,HEATING ISSUE NOT RESOLVED . I GOT DAMAGE PRODUCT.
Fabulous!,Love the POCO  X3 Pro With good ability cool phone even Thanks  you so much Flipcart🥰🥰❤️❤️❤️
Don't waste your money,"Light sensor very bad, heating issues, camera not good, heavy"
Simply awesome,Worth every penny
Not good,I fase play on pubg touch issues not stable touch
Hated it!,Device is death
Good at the price point,"nice product and nice service from seller and platform. Within 3 days i received the product. But the product quality is not that greatOne thing i noticed on usage is the phone screen and swipe gesture becomes unusable after long usage..the screen heats up and hence makes the mid bottom part unsable,however you can use the ryt and left side"
Delightful,"Got a perfect monster l, back case vibrates when upper speaker is on(while on music and on call) this is the only one drawback. Vibration motor feels ultimate. Battery backup is good, performance is BEAST... 🔥🔥"
Good choice,ProsPowerful processorRun every game like ark mobileEverything smoothCons sometime mobile has heating issue at upper side of phoneCamera is ok Not so goodYou can watch unboxing video in YouTube.(sleepy gamer- poco x3 pro unboxing)
Fabulous!,"I loved this phone, this phone us amazing at this prizeBattery&performance was excellentCamera was niceAnd the SD860 was beyond level performance"
Classy product,Awesome product at this price. !! Loved it. Go for it ❤️❤️❤️
Nice product,"After two week of this phone it was good in performance mainly in gaming call of duty was at its max graphics,but it was a bit heavy.camera is average, display is nice but LCD I will update after 30 days of usage."
Simply awesome,Nice camra phone best performance
Simply awesome,Superb camera and beast gaming phone worth it.
Slightly disappointed,I had more bugs in this phone did you help me
Super!,Value for money nice gadget
Mind-blowing purchase,Nice 🙂👍 📲
Does the job,Very nice
Just okay,Good heat
Wonderful,Excellent quality best
Super duper smart mobile,Best gaming mobile
Terrific purchase,Sometimes COD mobile is Crashed. It is very crucial .
Not recommended at all,"I brought this phone 1st nov 2021 in just a month it's start screen flickering, ghost touch multi touch issue on display as well as heating issue while gaming like Pubg (BGMI). I think except processor they don't focus on the build quality of the phone. So I must say don't buy this phn just because of processor. Once I thought that too, but these device completely disappointed me."
Utterly Disappointed,"I urge and request each and every user who are planning to buy POCO X3 pro, please don't get trapped with the phone specs. The phone vibrates as if it is completely hollow from inside and you will get scared while taking calls and watching videos. The phone back panel vibrates like anything and while taking calls without loudspeaker then also the phone back panel vibrates. PLEASE DON'T BUY THIS PRODUCT!!!!!  PLEASE PLEASE PLEASE. I AM A VICTIM OF THIS PRODUCT SO PLEASE DON'T GET TRAPPED.."
Worst experience ever!,"Buy an poco x3 pro last month it's work perfect just two days and the, 1) problem is proximity sensor not working. 2) call connection is very very poor 3) half display not working perfect 4) back panel vib in soo much audio using time totally total waste for money need an first impression  is best impression ?????"
Decent product,Friend cam not better
Simply awesome,This phone is complete phone camera is better and gaming performance is excellent
Worth every penny,Best for gaming i love it
Value-for-money,A very good product at this price..But need to fix.. its vibration Otherwise 👍Display is LCD but... amazing.. to watch multimedia...A little bit heavier..but it's ok...Camera is ok.p
Useless product,"The phone has a very good processor and storage speed but the back is vibrating too much while playing songs/games due to ""stereo"" speakers. Battery backup is poor considering 5160mAh battery. It charges too slow while playing games. It took around 4 hours to charge when I was playing Brawl Stars. Facing some frame drops while scrolling feed on youtube."
Pretty good,Best mobile at this price
Terrific,NYC device value for money all features are fantastic
Terrific,Excellent camera performanceExtremely fast processorFast gaming Great value for money
Brilliant,If you want performance then go for it. If you are looking for better camera phone buy redmi note 10 pro max or moto g60. Overall this phones a beast.
Nice product,Performance is amazing but MIUI is quite a bit laggy. Hope it will improve with update.Average camera and display.Amazing sound quality.
Expected a better product,I'm playing a game but after some time phone stuck and return back the main screen. Battery🔋 backup also not good
Simply awesome,Poco poco poco what a product in this price range no other company gives you these features at this price.Highly recommended.Just close your eyes and go for it you absolutely don't regret after buying this mobile.
Best in the market!,Best value for money product loved it ❤️❤️
Fair,2 star less for MIUI BUGS. MIUI should be better that can handle all these specs
Nice,"Performance vise it's good but holding in the hand feels so much heavy,when other mobiles  making thin mobiles but poco producing mobiles like element weight and thinkness"
Fair,Auto call recording option is not there. Product wise it's good.
Not recommended at all,I am writing this review after 2 month. The worst phone I ever seen. what are disappointed me : camera performance not good.very low brightness display(don't have a sunlight mood😐).battery not performing like 5000mah abow.i have touch complaints when playing pubg and using normally.the side mounted finger print sencor not working some time. 120 hz refreshing rate is just a number I didn't ever seen a good performance. If you have a plan to buy a poco phone think once again☹️. Don't waste you...
Really Nice,Awesome
Excellent,"Decent camera, Ultimate performance.. Totally Good mobile"
Super!,Osm
Mind-blowing purchase,"The phone is best in performance, little disspapointment in camera department but it's not meant to be a photocentric phone. This phone is meant for performance and it delivers it perfectly. Speakers are a cherry on the top."
Worst experience ever!,Heating issue sometimes it's goes to 40-45cBattery consumption is more compared to other phone
Pretty good,Front camera is very bad. Back camera is ok. Performance is good. Battery is just ok. Overall except front camera value for money
Utterly Disappointed,"Don't buy poco phones,they are using very low quality hardware for phones. My poco x3 pro shut down completely after updating."
Unsatisfactory,WARNING -THIS PHONE HAVE DIED ISSUE YOUR PHONE GET DIED AND NEVER ON DON'T BUY IT..
Absolute rubbish!,Don’t buy have some heat problem
Very poor,The worst mobile phone i ever have it's very laggy and heating
Useless product,Phone is dead
Hated it!,Touch issue and after update device is slow and too laging
Wonderful,Uh
Unsatisfactory,Mobile is dead  in just 5 months.. And now I just kept it in a corner Waste of money 😒
Not recommended at all,Overheating
TOUCH ISSUE DURING GAMING,TOUCH ISSUE WHILE GAMING
Nice product,Screen is just amazing not having any problem with that.I think the phone is quite thick according to the battery capacity and also quite on the havior side.camera is ok if you are looking for this device for camera I would not recomend this one.just for gaming.No hang or lag but a bit of heat and that's ok.
Really Nice,"Value for money 👌, excellent processor"
Not recommended at all,Battery is getting drained so fast even after having 5000 mah battery. And display quality is very poor.
Nice,Sometimes phone call not receiving my voice clearly
Useless product,Only it had a powerful processor rest of the things are very low quality.... little excessive use leads to software hardware failures...i lost my phone mother board just in 3 months.
Not recommended at all,Battery draining like hell.  Please don't buy this product. Because battery is more important than anything. Iam submitting this review after one month of use. And battery heating issues during charging. And for video call after 30 mins back camera gets heated. Rest all is ok with it. But battery is main disadvantage in this. Complete failure of battery
Terrific purchase,More than expectationValue for money
Useless product,Sounds is not good as I expected. Sound is disorder flipkart and his team or service agent are totally bakvass doesn't know how to handle the customer. once products is sealing done then after they're doesn't flipkart know you. This thing I haven't exactly expected from flipkartService are horrible😱in flipkart
Utterly Disappointed,The camera is very poor. And camera quality is also bad. Dont buy this phone if you are looking for good camera phone
Worst experience ever!,Don't buy this phone because touch issues are very irritating .Worst phone ever
Terrific,I just bought this mobile for Pubg and I love the performance of this mobile. No lag even if there are so many squads near. Charging also seems to be pretty fast. As of now I don't see any disadvantages in this mobile. Will update if any issues after a monthly use.
Absolute rubbish!,Excellent phone.. But the fast charger i got with this phone was not working.. I didn't use it atleast for 1 time. Worst experience
Wonderful,Performance is very high when you play PUBG or COD  it's really good but battery drawn quickly when you play ful hd plus
Best in the market!,It's awesome.. This Phone born for games.Example.. Free fire and Pubg
Absolute rubbish!,Very good phone in this price range with a flagship processor 860Pros1.good performance 2.gaming is excellent 3.value for money Cons1.battery drainage 2.heating issue3.camera is average
Very Good,"Best phone for gaming under 20k(1) SD 860 really works excellent, (2) 33 watt fast charging work as I expected, (3) UFS 3.1 decent(4) Camera & Display are average but refresh rate and touch sampling rate works properly, (5) It has some vibration issue from back pannel when I played music in loud speakers,(6) It's bulky but compromised, (7) It has some heating issue but liquid cooling manage it."
Does the job,Battery is not up to the markCamera is ok Budget phone
Worst experience ever!,Screen touch is very bad
Delightful,If u r using poco f1 then stick with that bz after shifting from f1 i dont feel I done a good job bz besides display and battery everything is much better in poco f 1 but if u are first time buyer Or upgrading from another then go for it bz it's beast under 20k
Super!,for gaming its good device under 20k
Not good,Camera features are not so really☹️☹️☹️ This is not fair . But otherwise it's good
Terrific,Day2 only one problem back side vibration no lag no frame rate even u play games for 3or4or5 hours no lag value for money.
Utterly Disappointed,Dont buy this phone its geting brciked without doing anything waste of 18000
Useless product,Too much vibration in back side due to speaker. Speaker also not loud as compare to poco x2. Touch response is also not good. Screen rotation sometimes Not work. Not good mobile at all. Very unsatisfied with its built quality.
Utterly Disappointed,The battery of the phone is very bad...it's draining very fast...i mean serious ...if you buy the phon then..you are in serious problem
Fabulous!,Awesome
Wonderful,Values  Performance  is Best But Selfi camera is bad Please  Improve  Selfi Camera
Awesome,awesome product .
